week_id,week_position,song,performer,spotify_genre_clean
4/20/2013,28,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",hip hop
4/27/2013,34,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",hip hop
3/9/2013,15,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",hip hop
3/16/2013,15,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",hip hop
2/2/2013,15,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",hip hop
2/9/2013,10,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",hip hop
1/29/2011,30,F**kin' Perfect,P!nk,pop
2/5/2011,11,F**kin' Perfect,P!nk,pop
2/12/2011,2,F**kin' Perfect,P!nk,pop
2/19/2011,4,F**kin' Perfect,P!nk,pop
2/26/2011,5,F**kin' Perfect,P!nk,pop
3/5/2011,6,F**kin' Perfect,P!nk,pop
3/12/2011,4,F**kin' Perfect,P!nk,pop
3/19/2011,4,F**kin' Perfect,P!nk,pop
3/26/2011,6,F**kin' Perfect,P!nk,pop
4/2/2011,7,F**kin' Perfect,P!nk,pop
4/9/2011,8,F**kin' Perfect,P!nk,pop
4/16/2011,9,F**kin' Perfect,P!nk,pop
4/23/2011,12,F**kin' Perfect,P!nk,pop
4/30/2011,16,F**kin' Perfect,P!nk,pop
5/7/2011,18,F**kin' Perfect,P!nk,pop
5/14/2011,19,F**kin' Perfect,P!nk,pop
5/21/2011,22,F**kin' Perfect,P!nk,pop
5/28/2011,21,F**kin' Perfect,P!nk,pop
6/4/2011,25,F**kin' Perfect,P!nk,pop
6/11/2011,28,F**kin' Perfect,P!nk,pop
6/18/2011,28,F**kin' Perfect,P!nk,pop
6/25/2011,33,F**kin' Perfect,P!nk,pop
7/2/2011,37,F**kin' Perfect,P!nk,pop
7/9/2011,44,F**kin' Perfect,P!nk,pop
7/16/2011,50,F**kin' Perfect,P!nk,pop
7/23/2011,42,F**kin' Perfect,P!nk,pop
7/30/2011,41,F**kin' Perfect,P!nk,pop
8/6/2011,49,F**kin' Perfect,P!nk,pop
8/4/2018,4,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
8/11/2018,3,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
8/25/2018,4,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
8/18/2018,5,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
9/8/2018,5,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
10/6/2018,8,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
9/22/2018,7,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
9/15/2018,4,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
10/20/2018,10,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
9/29/2018,8,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
11/17/2018,31,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
10/13/2018,12,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
9/1/2018,4,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
12/8/2018,36,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
11/3/2018,25,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
11/10/2018,27,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
11/24/2018,42,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
12/1/2018,38,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
10/27/2018,18,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,rap
10/1/2016,47,Fade,Kanye West,rap
5/19/2012,41,Faded,Tyga Featuring Lil Wayne,NA
6/9/2012,33,Faded,Tyga Featuring Lil Wayne,NA
4/28/2012,50,Faded,Tyga Featuring Lil Wayne,NA
5/5/2012,50,Faded,Tyga Featuring Lil Wayne,NA
5/12/2012,42,Faded,Tyga Featuring Lil Wayne,NA
6/16/2012,38,Faded,Tyga Featuring Lil Wayne,NA
6/23/2012,41,Faded,Tyga Featuring Lil Wayne,NA
6/30/2012,42,Faded,Tyga Featuring Lil Wayne,NA
5/26/2012,37,Faded,Tyga Featuring Lil Wayne,NA
6/2/2012,36,Faded,Tyga Featuring Lil Wayne,NA
1/14/2017,47,Faith,George Michael,rock
4/4/2020,45,Faith,The Weeknd,NA
6/26/2010,37,Faithfully,Glee Cast,pop
6/2/2018,10,Fake Love,BTS,k-pop
6/16/2018,48,Fake Love,BTS,k-pop
11/12/2016,24,Fake Love,Drake,NA
11/19/2016,10,Fake Love,Drake,NA
12/3/2016,14,Fake Love,Drake,NA
11/26/2016,17,Fake Love,Drake,NA
12/17/2016,11,Fake Love,Drake,NA
1/14/2017,9,Fake Love,Drake,NA
12/31/2016,12,Fake Love,Drake,NA
12/24/2016,11,Fake Love,Drake,NA
1/28/2017,11,Fake Love,Drake,NA
1/7/2017,10,Fake Love,Drake,NA
2/25/2017,11,Fake Love,Drake,NA
1/21/2017,9,Fake Love,Drake,NA
4/29/2017,38,Fake Love,Drake,NA
12/10/2016,11,Fake Love,Drake,NA
3/18/2017,16,Fake Love,Drake,NA
2/11/2017,9,Fake Love,Drake,NA
2/18/2017,8,Fake Love,Drake,NA
3/25/2017,23,Fake Love,Drake,NA
4/1/2017,31,Fake Love,Drake,NA
4/8/2017,15,Fake Love,Drake,NA
4/15/2017,27,Fake Love,Drake,NA
4/22/2017,31,Fake Love,Drake,NA
3/4/2017,12,Fake Love,Drake,NA
3/11/2017,13,Fake Love,Drake,NA
2/4/2017,11,Fake Love,Drake,NA
2/23/2019,26,Fake Smile,Ariana Grande,pop
2/19/2011,50,Fall For Your Type,Jamie Foxx Featuring Drake,hip hop
9/15/2018,12,Fall,Eminem,NA
9/22/2018,34,Fall,Eminem,NA
9/29/2018,46,Fall,Eminem,NA
1/2/2010,44,Fallin' For You,Colbie Caillat,pop
1/9/2010,38,Fallin' For You,Colbie Caillat,pop
1/16/2010,38,Fallin' For You,Colbie Caillat,pop
1/23/2010,39,Fallin' For You,Colbie Caillat,pop
1/30/2010,42,Fallin' For You,Colbie Caillat,pop
2/6/2010,46,Fallin' For You,Colbie Caillat,pop
2/13/2010,45,Fallin' For You,Colbie Caillat,pop
10/17/2020,37,Fallin',Why Don't We,NA
9/29/2018,47,Falling Down,Lil Peep & XXXTENTACION,rap
10/6/2018,13,Falling Down,Lil Peep & XXXTENTACION,rap
10/13/2018,40,Falling Down,Lil Peep & XXXTENTACION,rap
10/20/2018,50,Falling Down,Lil Peep & XXXTENTACION,rap
12/7/2019,42,Falling,Trevor Daniel,NA
12/21/2019,36,Falling,Trevor Daniel,NA
12/14/2019,41,Falling,Trevor Daniel,NA
1/18/2020,38,Falling,Trevor Daniel,NA
1/11/2020,31,Falling,Trevor Daniel,NA
1/25/2020,41,Falling,Trevor Daniel,NA
3/14/2020,34,Falling,Trevor Daniel,NA
2/1/2020,37,Falling,Trevor Daniel,NA
2/8/2020,33,Falling,Trevor Daniel,NA
5/16/2020,28,Falling,Trevor Daniel,NA
5/23/2020,22,Falling,Trevor Daniel,NA
5/30/2020,21,Falling,Trevor Daniel,NA
6/6/2020,21,Falling,Trevor Daniel,NA
6/13/2020,18,Falling,Trevor Daniel,NA
6/20/2020,17,Falling,Trevor Daniel,NA
6/27/2020,20,Falling,Trevor Daniel,NA
7/4/2020,19,Falling,Trevor Daniel,NA
7/11/2020,19,Falling,Trevor Daniel,NA
7/18/2020,25,Falling,Trevor Daniel,NA
7/25/2020,33,Falling,Trevor Daniel,NA
8/1/2020,30,Falling,Trevor Daniel,NA
8/8/2020,48,Falling,Trevor Daniel,NA
8/15/2020,48,Falling,Trevor Daniel,NA
12/28/2019,38,Falling,Trevor Daniel,NA
4/4/2020,29,Falling,Trevor Daniel,NA
2/22/2020,25,Falling,Trevor Daniel,NA
2/29/2020,27,Falling,Trevor Daniel,NA
3/7/2020,29,Falling,Trevor Daniel,NA
4/11/2020,25,Falling,Trevor Daniel,NA
4/18/2020,23,Falling,Trevor Daniel,NA
4/25/2020,22,Falling,Trevor Daniel,NA
5/2/2020,23,Falling,Trevor Daniel,NA
5/9/2020,24,Falling,Trevor Daniel,NA
3/21/2020,42,Falling,Trevor Daniel,NA
3/28/2020,29,Falling,Trevor Daniel,NA
2/15/2020,27,Falling,Trevor Daniel,NA
4/23/2016,34,Famous,Kanye West,NA
4/30/2016,49,Famous,Kanye West,NA
10/13/2018,36,Famous,Lil Wayne Featuring Reginae Carter,NA
9/25/2010,49,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
10/2/2010,25,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
10/9/2010,32,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
10/16/2010,32,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
10/23/2010,32,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
10/30/2010,35,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
11/6/2010,35,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
11/13/2010,44,Fancy,Drake Featuring T.I. & Swizz Beatz,NA
4/26/2014,37,Fancy,Iggy Azalea Featuring Charli XCX,NA
5/10/2014,7,Fancy,Iggy Azalea Featuring Charli XCX,NA
5/3/2014,18,Fancy,Iggy Azalea Featuring Charli XCX,NA
6/7/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,NA
5/17/2014,4,Fancy,Iggy Azalea Featuring Charli XCX,NA
5/24/2014,3,Fancy,Iggy Azalea Featuring Charli XCX,NA
7/5/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,NA
5/31/2014,2,Fancy,Iggy Azalea Featuring Charli XCX,NA
9/6/2014,11,Fancy,Iggy Azalea Featuring Charli XCX,NA
9/13/2014,13,Fancy,Iggy Azalea Featuring Charli XCX,NA
9/20/2014,16,Fancy,Iggy Azalea Featuring Charli XCX,NA
9/27/2014,17,Fancy,Iggy Azalea Featuring Charli XCX,NA
10/4/2014,20,Fancy,Iggy Azalea Featuring Charli XCX,NA
10/11/2014,22,Fancy,Iggy Azalea Featuring Charli XCX,NA
10/18/2014,30,Fancy,Iggy Azalea Featuring Charli XCX,NA
10/25/2014,33,Fancy,Iggy Azalea Featuring Charli XCX,NA
11/1/2014,35,Fancy,Iggy Azalea Featuring Charli XCX,NA
11/8/2014,39,Fancy,Iggy Azalea Featuring Charli XCX,NA
11/15/2014,41,Fancy,Iggy Azalea Featuring Charli XCX,NA
11/22/2014,44,Fancy,Iggy Azalea Featuring Charli XCX,NA
11/29/2014,45,Fancy,Iggy Azalea Featuring Charli XCX,NA
12/6/2014,48,Fancy,Iggy Azalea Featuring Charli XCX,NA
12/13/2014,44,Fancy,Iggy Azalea Featuring Charli XCX,NA
7/26/2014,2,Fancy,Iggy Azalea Featuring Charli XCX,NA
8/2/2014,2,Fancy,Iggy Azalea Featuring Charli XCX,NA
6/21/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,NA
6/28/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,NA
8/9/2014,2,Fancy,Iggy Azalea Featuring Charli XCX,NA
8/16/2014,3,Fancy,Iggy Azalea Featuring Charli XCX,NA
8/23/2014,3,Fancy,Iggy Azalea Featuring Charli XCX,NA
8/30/2014,5,Fancy,Iggy Azalea Featuring Charli XCX,NA
7/12/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,NA
7/19/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,NA
6/14/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,NA
11/6/2010,47,Farmer's Daughter,Rodney Atkins,country
5/21/2011,32,Fast Lane,Bad Meets Evil,hip hop
3/23/2019,47,Fast,Juice WRLD,rap
11/17/2012,47,Fastest Girl In Town,Miranda Lambert,country
4/23/2016,37,Father Stretch My Hands Pt. 1,Kanye West,rap
5/6/2017,50,Fear.,Kendrick Lamar,hip hop
11/24/2012,45,Feel Again,OneRepublic,rock
11/10/2012,50,Feel Again,OneRepublic,rock
11/17/2012,50,Feel Again,OneRepublic,rock
12/8/2012,38,Feel Again,OneRepublic,rock
12/15/2012,36,Feel Again,OneRepublic,rock
12/22/2012,37,Feel Again,OneRepublic,rock
12/1/2012,40,Feel Again,OneRepublic,rock
8/26/2017,30,Feel It Still,Portugal. The Man,indie
8/19/2017,34,Feel It Still,Portugal. The Man,indie
9/2/2017,26,Feel It Still,Portugal. The Man,indie
10/21/2017,6,Feel It Still,Portugal. The Man,indie
9/9/2017,23,Feel It Still,Portugal. The Man,indie
9/16/2017,20,Feel It Still,Portugal. The Man,indie
12/23/2017,12,Feel It Still,Portugal. The Man,indie
12/30/2017,17,Feel It Still,Portugal. The Man,indie
1/6/2018,23,Feel It Still,Portugal. The Man,indie
1/13/2018,12,Feel It Still,Portugal. The Man,indie
1/20/2018,20,Feel It Still,Portugal. The Man,indie
1/27/2018,23,Feel It Still,Portugal. The Man,indie
2/3/2018,25,Feel It Still,Portugal. The Man,indie
2/10/2018,27,Feel It Still,Portugal. The Man,indie
2/17/2018,26,Feel It Still,Portugal. The Man,indie
2/24/2018,30,Feel It Still,Portugal. The Man,indie
3/3/2018,32,Feel It Still,Portugal. The Man,indie
3/10/2018,32,Feel It Still,Portugal. The Man,indie
3/17/2018,30,Feel It Still,Portugal. The Man,indie
3/24/2018,28,Feel It Still,Portugal. The Man,indie
3/31/2018,34,Feel It Still,Portugal. The Man,indie
11/11/2017,4,Feel It Still,Portugal. The Man,indie
11/18/2017,6,Feel It Still,Portugal. The Man,indie
4/7/2018,32,Feel It Still,Portugal. The Man,indie
4/14/2018,38,Feel It Still,Portugal. The Man,indie
4/21/2018,40,Feel It Still,Portugal. The Man,indie
4/28/2018,39,Feel It Still,Portugal. The Man,indie
5/5/2018,50,Feel It Still,Portugal. The Man,indie
10/7/2017,10,Feel It Still,Portugal. The Man,indie
10/14/2017,7,Feel It Still,Portugal. The Man,indie
11/25/2017,7,Feel It Still,Portugal. The Man,indie
12/2/2017,9,Feel It Still,Portugal. The Man,indie
12/9/2017,8,Feel It Still,Portugal. The Man,indie
12/16/2017,10,Feel It Still,Portugal. The Man,indie
10/28/2017,5,Feel It Still,Portugal. The Man,indie
11/4/2017,4,Feel It Still,Portugal. The Man,indie
9/23/2017,18,Feel It Still,Portugal. The Man,indie
9/30/2017,14,Feel It Still,Portugal. The Man,indie
4/21/2012,40,Feel Like A Rock Star,Kenny Chesney & Tim McGraw,country
3/17/2012,34,Feel So Close,Calvin Harris,edm
3/10/2012,46,Feel So Close,Calvin Harris,edm
3/31/2012,18,Feel So Close,Calvin Harris,edm
4/28/2012,12,Feel So Close,Calvin Harris,edm
4/14/2012,14,Feel So Close,Calvin Harris,edm
4/7/2012,15,Feel So Close,Calvin Harris,edm
5/12/2012,13,Feel So Close,Calvin Harris,edm
4/21/2012,13,Feel So Close,Calvin Harris,edm
6/9/2012,18,Feel So Close,Calvin Harris,edm
5/5/2012,14,Feel So Close,Calvin Harris,edm
8/11/2012,38,Feel So Close,Calvin Harris,edm
8/18/2012,37,Feel So Close,Calvin Harris,edm
3/24/2012,22,Feel So Close,Calvin Harris,edm
6/30/2012,23,Feel So Close,Calvin Harris,edm
5/26/2012,12,Feel So Close,Calvin Harris,edm
6/2/2012,12,Feel So Close,Calvin Harris,edm
7/7/2012,22,Feel So Close,Calvin Harris,edm
7/14/2012,29,Feel So Close,Calvin Harris,edm
7/21/2012,31,Feel So Close,Calvin Harris,edm
7/28/2012,37,Feel So Close,Calvin Harris,edm
8/4/2012,39,Feel So Close,Calvin Harris,edm
6/16/2012,22,Feel So Close,Calvin Harris,edm
6/23/2012,23,Feel So Close,Calvin Harris,edm
5/19/2012,12,Feel So Close,Calvin Harris,edm
6/23/2018,47,Feel The Love,KIDS SEE GHOSTS,hip hop
3/16/2013,18,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
4/13/2013,9,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
3/2/2013,47,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
3/30/2013,11,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
3/23/2013,13,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
4/27/2013,8,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
4/6/2013,8,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
5/25/2013,13,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
4/20/2013,10,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
3/9/2013,28,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
6/15/2013,23,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
5/11/2013,8,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
5/18/2013,10,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
6/22/2013,30,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
6/29/2013,34,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
7/6/2013,31,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
7/13/2013,39,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
7/20/2013,42,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
6/1/2013,17,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
6/8/2013,18,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
5/4/2013,9,Feel This Moment,Pitbull Featuring Christina Aguilera,hip hop
5/6/2017,35,Feel.,Kendrick Lamar,hip hop
1/3/2015,43,Feeling Myself,Nicki Minaj Featuring Beyonce,rap
6/6/2015,39,Feeling Myself,Nicki Minaj Featuring Beyonce,rap
7/29/2017,30,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
7/22/2017,26,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
8/12/2017,23,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
8/26/2017,21,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
8/19/2017,21,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
9/2/2017,20,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
9/9/2017,22,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
9/16/2017,22,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
8/5/2017,26,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
9/30/2017,37,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
10/7/2017,43,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
9/23/2017,23,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",edm
7/29/2017,49,Felices Los 4,Maluma,other
8/5/2017,48,Felices Los 4,Maluma,other
1/7/2017,44,Feliz Navidad,Jose Feliciano,pop
12/22/2018,42,Feliz Navidad,Jose Feliciano,pop
12/29/2018,34,Feliz Navidad,Jose Feliciano,pop
1/5/2019,29,Feliz Navidad,Jose Feliciano,pop
12/14/2019,39,Feliz Navidad,Jose Feliciano,pop
12/21/2019,34,Feliz Navidad,Jose Feliciano,pop
12/28/2019,23,Feliz Navidad,Jose Feliciano,pop
1/4/2020,12,Feliz Navidad,Jose Feliciano,pop
12/5/2020,45,Feliz Navidad,Jose Feliciano,pop
12/12/2020,16,Feliz Navidad,Jose Feliciano,pop
12/19/2020,10,Feliz Navidad,Jose Feliciano,pop
12/26/2020,10,Feliz Navidad,Jose Feliciano,pop
1/2/2021,6,Feliz Navidad,Jose Feliciano,pop
1/9/2021,39,Feliz Navidad,Jose Feliciano,pop
11/20/2010,26,Felt Good On My Lips,Tim McGraw,country
11/27/2010,39,Felt Good On My Lips,Tim McGraw,country
12/4/2010,42,Felt Good On My Lips,Tim McGraw,country
12/25/2010,41,Felt Good On My Lips,Tim McGraw,country
12/11/2010,45,Felt Good On My Lips,Tim McGraw,country
1/1/2011,40,Felt Good On My Lips,Tim McGraw,country
1/29/2011,41,Felt Good On My Lips,Tim McGraw,country
1/15/2011,42,Felt Good On My Lips,Tim McGraw,country
1/22/2011,32,Felt Good On My Lips,Tim McGraw,country
12/18/2010,48,Felt Good On My Lips,Tim McGraw,country
1/8/2011,47,Felt Good On My Lips,Tim McGraw,country
2/12/2011,45,Felt Good On My Lips,Tim McGraw,country
2/5/2011,44,Felt Good On My Lips,Tim McGraw,country
8/5/2017,27,Fetish,Selena Gomez Featuring Gucci Mane,pop
9/2/2017,48,Fetish,Selena Gomez Featuring Gucci Mane,pop
8/12/2017,41,Fetish,Selena Gomez Featuring Gucci Mane,pop
8/19/2017,41,Fetish,Selena Gomez Featuring Gucci Mane,pop
8/26/2017,47,Fetish,Selena Gomez Featuring Gucci Mane,pop
1/2/2010,30,Fifteen,Taylor Swift,pop
1/9/2010,25,Fifteen,Taylor Swift,pop
1/16/2010,28,Fifteen,Taylor Swift,pop
1/23/2010,37,Fifteen,Taylor Swift,pop
1/30/2010,36,Fifteen,Taylor Swift,pop
2/6/2010,40,Fifteen,Taylor Swift,pop
5/16/2015,50,Fight Song,Rachel Platten,pop
6/6/2015,30,Fight Song,Rachel Platten,pop
7/4/2015,13,Fight Song,Rachel Platten,pop
6/20/2015,25,Fight Song,Rachel Platten,pop
6/13/2015,36,Fight Song,Rachel Platten,pop
7/18/2015,10,Fight Song,Rachel Platten,pop
6/27/2015,19,Fight Song,Rachel Platten,pop
8/15/2015,9,Fight Song,Rachel Platten,pop
7/11/2015,14,Fight Song,Rachel Platten,pop
10/17/2015,26,Fight Song,Rachel Platten,pop
10/24/2015,26,Fight Song,Rachel Platten,pop
10/31/2015,32,Fight Song,Rachel Platten,pop
11/7/2015,34,Fight Song,Rachel Platten,pop
11/14/2015,38,Fight Song,Rachel Platten,pop
11/21/2015,40,Fight Song,Rachel Platten,pop
11/28/2015,47,Fight Song,Rachel Platten,pop
5/30/2015,28,Fight Song,Rachel Platten,pop
9/5/2015,7,Fight Song,Rachel Platten,pop
8/1/2015,8,Fight Song,Rachel Platten,pop
8/8/2015,8,Fight Song,Rachel Platten,pop
9/12/2015,10,Fight Song,Rachel Platten,pop
9/19/2015,13,Fight Song,Rachel Platten,pop
9/26/2015,17,Fight Song,Rachel Platten,pop
10/3/2015,18,Fight Song,Rachel Platten,pop
10/10/2015,19,Fight Song,Rachel Platten,pop
8/22/2015,7,Fight Song,Rachel Platten,pop
8/29/2015,6,Fight Song,Rachel Platten,pop
7/25/2015,8,Fight Song,Rachel Platten,pop
7/25/2020,35,Fighting Demons,Juice WRLD,rap
1/20/2018,9,Filthy,Justin Timberlake,rap
1/27/2018,29,Filthy,Justin Timberlake,rap
2/3/2018,33,Filthy,Justin Timberlake,rap
2/17/2018,34,Filthy,Justin Timberlake,rap
10/20/2012,36,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
10/13/2012,24,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
11/3/2012,36,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
11/17/2012,37,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
11/10/2012,31,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
11/24/2012,37,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
12/1/2012,43,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
10/27/2012,37,Finally Found You,Enrique Iglesias Featuring Sammy Adams,pop
4/18/2020,22,Find My Way,DaBaby,hip hop
5/2/2020,33,Find My Way,DaBaby,hip hop
5/22/2010,34,Find Your Love,Drake,hip hop
5/29/2010,20,Find Your Love,Drake,hip hop
6/12/2010,15,Find Your Love,Drake,hip hop
6/5/2010,20,Find Your Love,Drake,hip hop
6/26/2010,10,Find Your Love,Drake,hip hop
7/24/2010,9,Find Your Love,Drake,hip hop
7/10/2010,6,Find Your Love,Drake,hip hop
7/3/2010,5,Find Your Love,Drake,hip hop
8/7/2010,9,Find Your Love,Drake,hip hop
7/17/2010,8,Find Your Love,Drake,hip hop
9/4/2010,18,Find Your Love,Drake,hip hop
7/31/2010,9,Find Your Love,Drake,hip hop
6/19/2010,13,Find Your Love,Drake,hip hop
9/25/2010,25,Find Your Love,Drake,hip hop
8/21/2010,12,Find Your Love,Drake,hip hop
8/28/2010,13,Find Your Love,Drake,hip hop
10/2/2010,34,Find Your Love,Drake,hip hop
10/9/2010,47,Find Your Love,Drake,hip hop
9/11/2010,21,Find Your Love,Drake,hip hop
9/18/2010,23,Find Your Love,Drake,hip hop
8/14/2010,12,Find Your Love,Drake,hip hop
5/25/2013,40,Fine China,Chris Brown,rap
5/11/2013,48,Fine China,Chris Brown,rap
6/8/2013,31,Fine China,Chris Brown,rap
6/1/2013,34,Fine China,Chris Brown,rap
6/15/2013,39,Fine China,Chris Brown,rap
6/22/2013,48,Fine China,Chris Brown,rap
5/18/2013,42,Fine China,Chris Brown,rap
11/3/2018,26,Fine China,Future & Juice WRLD,NA
11/10/2018,49,Fine China,Future & Juice WRLD,NA
2/13/2021,39,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,NA
1/13/2018,35,Finesse,Bruno Mars & Cardi B,pop
1/20/2018,3,Finesse,Bruno Mars & Cardi B,pop
2/3/2018,5,Finesse,Bruno Mars & Cardi B,pop
1/27/2018,4,Finesse,Bruno Mars & Cardi B,pop
2/17/2018,3,Finesse,Bruno Mars & Cardi B,pop
3/3/2018,3,Finesse,Bruno Mars & Cardi B,pop
2/24/2018,3,Finesse,Bruno Mars & Cardi B,pop
3/31/2018,4,Finesse,Bruno Mars & Cardi B,pop
3/10/2018,4,Finesse,Bruno Mars & Cardi B,pop
3/17/2018,3,Finesse,Bruno Mars & Cardi B,pop
4/28/2018,12,Finesse,Bruno Mars & Cardi B,pop
3/24/2018,3,Finesse,Bruno Mars & Cardi B,pop
2/10/2018,3,Finesse,Bruno Mars & Cardi B,pop
5/19/2018,31,Finesse,Bruno Mars & Cardi B,pop
4/14/2018,8,Finesse,Bruno Mars & Cardi B,pop
4/21/2018,10,Finesse,Bruno Mars & Cardi B,pop
5/26/2018,30,Finesse,Bruno Mars & Cardi B,pop
6/2/2018,37,Finesse,Bruno Mars & Cardi B,pop
6/9/2018,39,Finesse,Bruno Mars & Cardi B,pop
6/16/2018,50,Finesse,Bruno Mars & Cardi B,pop
5/5/2018,25,Finesse,Bruno Mars & Cardi B,pop
5/12/2018,33,Finesse,Bruno Mars & Cardi B,pop
4/7/2018,3,Finesse,Bruno Mars & Cardi B,pop
7/14/2018,42,Finesse,Drake,NA
9/27/2014,46,Fireball,Pitbull Featuring John Ryan,hip hop
10/11/2014,30,Fireball,Pitbull Featuring John Ryan,hip hop
10/4/2014,31,Fireball,Pitbull Featuring John Ryan,hip hop
10/18/2014,31,Fireball,Pitbull Featuring John Ryan,hip hop
10/25/2014,34,Fireball,Pitbull Featuring John Ryan,hip hop
11/1/2014,32,Fireball,Pitbull Featuring John Ryan,hip hop
11/15/2014,23,Fireball,Pitbull Featuring John Ryan,hip hop
12/13/2014,50,Fireball,Pitbull Featuring John Ryan,hip hop
11/8/2014,30,Fireball,Pitbull Featuring John Ryan,hip hop
2/20/2010,17,Fireflies,Owl City,NA
2/27/2010,24,Fireflies,Owl City,NA
3/6/2010,30,Fireflies,Owl City,NA
